"ID","fore1_std_FS_DO","fore2_std_FS_DO","fore3_std_FS_DO","fore4_std_FS_DO","deh_std_FS_DO_1","deh_std_FS_DO_2","deh_std_FS_DO_3","deh_std_FS_DO_4","blm1_std_FS_DO","blm2_std_FS_DO","blm3_std_FS_DO","prsn_std_FS_DO_1","prsn_std_FS_DO_2","prsn_std_FS_DO_3","prsn_std_FS_DO_4","prsn_std_FS_DO_5","prsn_std_FS_DO_6","prsn_std_FS_DO_7","prsn_std_FS_DO_8","dist_std_FS_DO_1","dist_std_FS_DO_2","dist_std_FS_DO_3","MCfs_std_FS_DO","MCdo_std_FS_DO","fore1_bge_FS_DO","fore2_bge_FS_DO","fore3_bge_FS_DO","fore4_bge_FS_DO","deh_bge_FS_DO_1","deh_bge_FS_DO_2","deh_bge_FS_DO_3","deh_bge_FS_DO_4","blm1_bge_FS_DO","blm2_bge_FS_DO","blm3_bge_FS_DO","prsn_bge_FS_DO_1","prsn_bge_FS_DO_2","prsn_bge_FS_DO_3","prsn_bge_FS_DO_4","prsn_bge_FS_DO_5","prsn_bge_FS_DO_6","prsn_bge_FS_DO_7","prsn_bge_FS_DO_8","dist_bge_FS_DO_1","dist_bge_FS_DO_2","dist_bge_FS_DO_3","MCfs_bge_FS_DO","MCdo_bge_FS_DO","fore1_bag_FS_DO","fore2_bag_FS_DO","fore3_bag_FS_DO","fore4_bag_FS_DO","deh_bag_FS_DO_1","deh_bag_FS_DO_2","deh_bag_FS_DO_3","deh_bag_FS_DO_4","blm1_bag_FS_DO","blm2_bag_FS_DO","blm3_bag_FS_DO","prsn_bag_FS_DO_1","prsn_bag_FS_DO_2","prsn_bag_FS_DO_3","prsn_bag_FS_DO_4","prsn_bag_FS_DO_5","prsn_bag_FS_DO_6","prsn_bag_FS_DO_7","prsn_bag_FS_DO_8","dist_bag_FS_DO_1","dist_bag_FS_DO_2","dist_bag_FS_DO_3","MCfs_bag_FS_DO","MCdo_bag_FS_DO","fore1_std_UF_DO","fore2_std_UF_DO","fore3_std_UF_DO","fore4_std_UF_DO","deh_std_UF_DO_1","deh_std_UF_DO_2","deh_std_UF_DO_3","deh_std_UF_DO_4","blm1_std_UF_DO","blm2_std_UF_DO","blm3_std_UF_DO","prsn_std_UF_DO_1","prsn_std_UF_DO_2","prsn_std_UF_DO_3","prsn_std_UF_DO_4","prsn_std_UF_DO_5","prsn_std_UF_DO_6","prsn_std_UF_DO_7","prsn_std_UF_DO_8","dist_std_UF_DO_1","dist_std_UF_DO_2","dist_std_UF_DO_3","MCfs_std_UF_DO","MCdo_std_UF_DO","fore1_bge_UF_DO","fore2_bge_UF_DO","fore3_bge_UF_DO","fore4_bge_UF_DO","deh_bge_UF_DO_1","deh_bge_UF_DO_2","deh_bge_UF_DO_3","deh_bge_UF_DO_4","blm1_bge_UF_DO","blm2_bge_UF_DO","blm3_bge_UF_DO","prsn_bge_UF_DO_1","prsn_bge_UF_DO_2","prsn_bge_UF_DO_3","prsn_bge_UF_DO_4","prsn_bge_UF_DO_5","prsn_bge_UF_DO_6","prsn_bge_UF_DO_7","prsn_bge_UF_DO_8","dist_bge_UF_DO_1","dist_bge_UF_DO_2","dist_bge_UF_DO_3","MCfs_bge_UF_DO","MCdo_bge_UF_DO","fore1_bag_UF_DO","fore2_bag_UF_DO","fore3_bag_UF_DO","fore4_bag_UF_DO","deh_bag_UF_DO_1","deh_bag_UF_DO_2","deh_bag_UF_DO_3","deh_bag_UF_DO_4","blm1_bag_UF_DO","blm2_bag_UF_DO","blm3_bag_UF_DO","prsn_bag_UF_DO_1","prsn_bag_UF_DO_2","prsn_bag_UF_DO_3","prsn_bag_UF_DO_4","prsn_bag_UF_DO_5","prsn_bag_UF_DO_6","prsn_bag_UF_DO_7","prsn_bag_UF_DO_8","dist_bag_UF_DO_1","dist_bag_UF_DO_2","dist_bag_UF_DO_3","MCfs_bag_UF_DO","MCdo_bag_UF_DO","fore1_std_FS_DONT","fore2_std_FS_DONT","fore3_std_FS_DONT","fore4_std_FS_DONT","deh_std_FS_DONT_1","deh_std_FS_DONT_2","deh_std_FS_DONT_3","deh_std_FS_DONT_4","blm1_std_FS_DONT","blm2_std_FS_DONT","blm3_std_FS_DONT","prsn_std_FS_DONT_1","prsn_std_FS_DONT_2","prsn_std_FS_DONT_3","prsn_std_FS_DONT_4","prsn_std_FS_DONT_5","prsn_std_FS_DONT_6","prsn_std_FS_DONT_7","prsn_std_FS_DONT_8","dist_std_FS_DONT_1","dist_std_FS_DONT_2","dist_std_FS_DONT_3","MCfs_std_FS_DONT","MCdo_std_FS_DONT","fore1_bge_FS_DONT","fore2_bge_FS_DONT","fore3_bge_FS_DONT","fore4_bge_FS_DONT","deh_bge_FS_DONT_1","deh_bge_FS_DONT_2","deh_bge_FS_DONT_3","deh_bge_FS_DONT_4","blm1_bge_FS_DONT","blm2_bge_FS_DONT","blm3_bge_FS_DONT","prsn_bge_FS_DONT_1","prsn_bge_FS_DONT_2","prsn_bge_FS_DONT_3","prsn_bge_FS_DONT_4","prsn_bge_FS_DONT_5","prsn_bge_FS_DONT_6","prsn_bge_FS_DONT_7","prsn_bge_FS_DONT_8","dist_bge_FS_DONT_1","dist_bge_FS_DONT_2","dist_bge_FS_DONT_3","MCfs_bge_FS_DONT","MCdo_bge_FS_DONT","fore1_bag_FS_DONT","fore2_bag_FS_DONT","fore3_bag_FS_DONT","fore4_bag_FS_DONT","deh_bag_FS_DONT_1","deh_bag_FS_DONT_2","deh_bag_FS_DONT_3","deh_bag_FS_DONT_4","blm1_bag_FS_DONT","blm2_bag_FS_DONT","blm3_bag_FS_DONT","prsn_bag_FS_DONT_1","prsn_bag_FS_DONT_2","prsn_bag_FS_DONT_3","prsn_bag_FS_DONT_4","prsn_bag_FS_DONT_5","prsn_bag_FS_DONT_6","prsn_bag_FS_DONT_7","prsn_bag_FS_DONT_8","dist_bag_FS_DONT_1","dist_bag_FS_DONT_2","dist_bag_FS_DONT_3","MCfs_bag_FS_DONT","MCdo_bag_FS_DONT","fore1_std_UF_DONT","fore2_std_UF_DONT","fore3_std_UF_DONT","fore4_std_UF_DONT","deh_std_UF_DONT_1","deh_std_UF_DONT_2","deh_std_UF_DONT_3","deh_std_UF_DONT_4","blm1_std_UF_DONT","blm2_std_UF_DONT","blm3_std_UF_DONT","prsn_std_UF_DONT_1","prsn_std_UF_DONT_2","prsn_std_UF_DONT_3","prsn_std_UF_DONT_4","prsn_std_UF_DONT_5","prsn_std_UF_DONT_6","prsn_std_UF_DONT_7","prsn_std_UF_DONT_8","dist_std_UF_DONT_1","dist_std_UF_DONT_2","dist_std_UF_DONT_3","MCfs_std_UF_DONT","MCdo_std_UF_DONT","fore1_bge_UF_DONT","fore2_bge_UF_DONT","fore3_bge_UF_DONT","fore4_bge_UF_DONT","deh_bge_UF_DONT_1","deh_bge_UF_DONT_2","deh_bge_UF_DONT_3","deh_bge_UF_DONT_4","blm1_bge_UF_DONT","blm2_bge_UF_DONT","blm3_bge_UF_DONT","prsn_bge_UF_DONT_1","prsn_bge_UF_DONT_2","prsn_bge_UF_DONT_3","prsn_bge_UF_DONT_4","prsn_bge_UF_DONT_5","prsn_bge_UF_DONT_6","prsn_bge_UF_DONT_7","prsn_bge_UF_DONT_8","dist_bge_UF_DONT_1","dist_bge_UF_DONT_2","dist_bge_UF_DONT_3","MCfs_bge_UF_DONT","MCdo_bge_UF_DONT","fore1_bag_UF_DONT","fore2_bag_UF_DONT","fore3_bag_UF_DONT","fore4_bag_UF_DONT","deh_bag_UF_DONT_1","deh_bag_UF_DONT_2","deh_bag_UF_DONT_3","deh_bag_UF_DONT_4","blm1_bag_UF_DONT","blm2_bag_UF_DONT","blm3_bag_UF_DONT","prsn_bag_UF_DONT_1","prsn_bag_UF_DONT_2","prsn_bag_UF_DONT_3","prsn_bag_UF_DONT_4","prsn_bag_UF_DONT_5","prsn_bag_UF_DONT_6","prsn_bag_UF_DONT_7","prsn_bag_UF_DONT_8","dist_bag_UF_DONT_1","dist_bag_UF_DONT_2","dist_bag_UF_DONT_3","MCfs_bag_UF_DONT","MCdo_bag_UF_DONT","gender","age"
"301",5,6,6,5,3,5,2,4,7,7,6,2,2,4,3,3,3,5,3,3,2,4,7,2,4,5,6,5,6,2,1,5,6,7,6,2,2,5,5,3,3,6,5,3,2,4,7,2,5,6,5,5,4,3,2,5,6,6,6,2,2,3,3,3,3,3,2,2,3,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,49
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,6,2,2,5,1,1,1,6,7,6,5,6,6,6,6,6,6,6,7,1,3,4,3,3,5,3,3,4,1,1,1,5,6,5,5,5,6,6,5,5,5,5,7,1,2,1,2,2,3,1,4,3,1,1,1,7,7,6,6,7,5,7,6,6,6,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41
"303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,3,5,5,2,3,4,1,6,5,5,5,5,5,2,5,7,6,7,1,1,3,5,2,3,3,2,4,1,4,4,2,3,2,2,3,5,6,2,2,7,6,7,1,1,2,4,4,4,2,3,3,2,3,2,2,3,4,4,4,4,4,4,3,7,6,7,1,1,2,35
"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,1,6,1,1,5,7,5,4,5,1,1,5,7,1,1,7,1,1,5,2,7,7,7,7,1,7,1,3,7,7,7,1,1,1,1,4,7,1,1,1,1,1,1,2,6,7,4,4,1,7,1,1,5,6,5,4,4,1,1,4,7,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27
"305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,2,5,3,4,5,5,1,4,4,3,3,4,4,3,4,3,3,4,1,2,3,3,3,3,2,6,1,1,3,2,1,4,4,3,4,4,6,3,4,3,3,4,1,2,2,5,3,2,2,6,1,2,5,5,1,4,4,3,3,4,5,3,3,3,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,1,6,1,1,3,4,2,4,4,3,4,4,4,2,4,4,5,6,1,2,4,4,4,4,1,6,1,1,5,5,2,3,3,3,4,4,4,1,3,5,5,6,1,2,4,5,4,4,1,5,1,1,4,5,2,4,3,3,4,4,4,3,4,5,5,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41
"307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,6,2,5,5,1,2,1,7,6,6,7,5,6,6,6,5,5,6,7,1,2,2,2,1,6,2,3,5,2,2,1,6,5,6,5,6,5,6,6,6,5,6,6,1,2,2,2,1,6,3,3,6,2,2,2,5,5,5,5,6,5,7,6,5,5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35
"308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,4,4,1,1,1,6,6,4,4,5,4,4,6,7,7,7,7,1,3,3,3,3,4,5,4,3,1,1,3,6,5,3,4,7,4,4,5,7,7,7,7,1,2,2,3,3,4,3,4,4,1,1,1,6,5,4,4,6,4,5,5,7,7,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,6,2,2,1,2,1,1,1,4,5,4,5,4,5,4,5,7,5,7,2,1,5,6,6,7,1,7,4,2,7,6,5,2,2,2,3,3,4,2,1,1,1,2,1,1,2,6,4,6,2,6,5,4,5,3,1,3,3,3,4,4,4,2,3,4,2,3,1,1,2,34
"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,4,5,4,4,6,7,7,3,2,4,4,4,4,1,1,3,2,2,1,2,7,7,7,7,3,5,4,4,7,7,7,2,1,4,3,4,2,1,3,1,2,4,1,2,7,7,7,7,4,2,4,4,7,7,7,2,3,3,4,4,4,1,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60
"311",5,5,5,5,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,5,2,5,5,5,5,2,3,1,2,5,3,4,2,2,2,2,3,2,2,3,2,1,2,6,2,5,5,5,5,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36
"312",5,3,5,5,1,2,1,2,5,5,2,1,2,1,1,2,3,1,1,3,3,3,7,2,5,2,5,5,1,1,1,1,5,4,2,1,1,1,1,1,1,1,1,3,3,2,7,2,5,3,3,5,2,5,3,2,5,5,2,3,2,2,2,3,2,2,2,2,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36
